"","remoteness","state","value","year","measure"
"2407","Remote","Western Australia","364","2016","Deaths_no."
"2408","Remote","Western Australia","2.4","2016","Infant mortality rate_rate"
"2409","Remote","Western Australia","6.1","2016","Standardised death rate_rate"
"2410","Remote","Western Australia","71.5","2016","Median age at death_years"
"2411","Remote","Western Australia","88119","2017","Estimated Resident Population_persons"
"2412","Remote","Western Australia","381","2017","Deaths_no."
"2413","Remote","Western Australia","3.1","2017","Infant mortality rate_rate"
"2414","Remote","Western Australia","6","2017","Standardised death rate_rate"
"2415","Remote","Western Australia","71.599999999999994","2017","Median age at death_years"
"2416","Remote","Western Australia","88571","2018","Estimated Resident Population_persons"
"2417","Remote","Western Australia","380","2018","Deaths_no."
"2418","Remote","Western Australia","3.9","2018","Infant mortality rate_rate"
"2419","Remote","Western Australia","5.6","2018","Standardised death rate_rate"
"2420","Remote","Western Australia","71.7","2018","Median age at death_years"
"2421","Remote","Western Australia","89487","2019","Estimated Resident Population_persons"
"2422","Remote","Western Australia","383","2019","Deaths_no."
"2423","Remote","Western Australia","4.5999999999999996","2019","Infant mortality rate_rate"
"2424","Remote","Western Australia","5.5","2019","Standardised death rate_rate"
"2425","Remote","Western Australia","71.5","2019","Median age at death_years"
"2426","Remote","Western Australia","90760","2020","Estimated Resident Population_persons"
"2427","Remote","Western Australia","403","2020","Deaths_no."
"2428","Remote","Western Australia","3.5","2020","Infant mortality rate_rate"
"2429","Remote","Western Australia","5.4","2020","Standardised death rate_rate"
"2430","Remote","Western Australia","72.599999999999994","2020","Median age at death_years"
"2431","Remote","Western Australia","91798","2021","Estimated Resident Population_persons"
"2432","Remote","Western Australia","425","2021","Deaths_no."
"2433","Remote","Western Australia","np","2021","Infant mortality rate_rate"
"2434","Remote","Western Australia","5.5","2021","Standardised death rate_rate"
"2435","Remote","Western Australia","72.599999999999994","2021","Median age at death_years"
"2436","Remote","Western Australia","92748","2022","Estimated Resident Population_persons"
"2437","Remote","Western Australia","432","2022","Deaths_no."
"2438","Remote","Western Australia","1.9","2022","Infant mortality rate_rate"
"2439","Remote","Western Australia","5.4","2022","Standardised death rate_rate"
"2440","Remote","Western Australia","72.400000000000006","2022","Median age at death_years"
"2441","Remote","Western Australia","93888","2023","Estimated Resident Population_persons"
"2442","Remote","Western Australia","428","2023","Deaths_no."
"2443","Remote","Western Australia","3.9","2023","Infant mortality rate_rate"
"2444","Remote","Western Australia","5.4","2023","Standardised death rate_rate"
"2445","Remote","Western Australia","72.7","2023","Median age at death_years"
"2446","Remote","Western Australia","94942","2024","Estimated Resident Population_persons"
"2447","Remote","Western Australia","420","2024","Deaths_no."
"2448","Remote","Western Australia","5","2024","Infant mortality rate_rate"
"2449","Remote","Western Australia","5.0999999999999996","2024","Standardised death rate_rate"
"2450","Remote","Western Australia","73.099999999999994","2024","Median age at death_years"
"2451","Very Remote","Western Australia","74478","2011","Estimated Resident Population_persons"
"2452","Very Remote","Western Australia","299","2011","Deaths_no."
"2453","Very Remote","Western Australia","np","2011","Infant mortality rate_rate"
"2454","Very Remote","Western Australia","np","2011","Standardised death rate_rate"
"2455","Very Remote","Western Australia","np","2011","Median age at death_years"
"2456","Very Remote","Western Australia","76141","2012","Estimated Resident Population_persons"
"2457","Very Remote","Western Australia","267","2012","Deaths_no."
"2458","Very Remote","Western Australia","np","2012","Infant mortality rate_rate"
"2459","Very Remote","Western Australia","np","2012","Standardised death rate_rate"
"2460","Very Remote","Western Australia","np","2012","Median age at death_years"
"2461","Very Remote","Western Australia","76883","2013","Estimated Resident Population_persons"
"2462","Very Remote","Western Australia","279","2013","Deaths_no."
"2463","Very Remote","Western Australia","6.1","2013","Infant mortality rate_rate"
"2464","Very Remote","Western Australia","6.6","2013","Standardised death rate_rate"
"2465","Very Remote","Western Australia","61.2","2013","Median age at death_years"
"2466","Very Remote","Western Australia","74824","2014","Estimated Resident Population_persons"
"2467","Very Remote","Western Australia","287","2014","Deaths_no."
"2468","Very Remote","Western Australia","6","2014","Infant mortality rate_rate"
"2469","Very Remote","Western Australia","6","2014","Standardised death rate_rate"
"2470","Very Remote","Western Australia","61.7","2014","Median age at death_years"
"2471","Very Remote","Western Australia","72679","2015","Estimated Resident Population_persons"
"2472","Very Remote","Western Australia","286","2015","Deaths_no."
"2473","Very Remote","Western Australia","7.2","2015","Infant mortality rate_rate"
"2474","Very Remote","Western Australia","6.1","2015","Standardised death rate_rate"
"2475","Very Remote","Western Australia","61.3","2015","Median age at death_years"
"2476","Very Remote","Western Australia","70287","2016","Estimated Resident Population_persons"
"2477","Very Remote","Western Australia","332","2016","Deaths_no."
"2478","Very Remote","Western Australia","6.3","2016","Infant mortality rate_rate"
"2479","Very Remote","Western Australia","7.3","2016","Standardised death rate_rate"
"2480","Very Remote","Western Australia","61.1","2016","Median age at death_years"
"2481","Very Remote","Western Australia","68868","2017","Estimated Resident Population_persons"
"2482","Very Remote","Western Australia","271","2017","Deaths_no."
"2483","Very Remote","Western Australia","6.6","2017","Infant mortality rate_rate"
"2484","Very Remote","Western Australia","7.8","2017","Standardised death rate_rate"
"2485","Very Remote","Western Australia","62.4","2017","Median age at death_years"
"2486","Very Remote","Western Australia","67703","2018","Estimated Resident Population_persons"
"2487","Very Remote","Western Australia","299","2018","Deaths_no."
"2488","Very Remote","Western Australia","7.1","2018","Infant mortality rate_rate"
"2489","Very Remote","Western Australia","8.1999999999999993","2018","Standardised death rate_rate"
"2490","Very Remote","Western Australia","62.8","2018","Median age at death_years"
"2491","Very Remote","Western Australia","66623","2019","Estimated Resident Population_persons"
"2492","Very Remote","Western Australia","267","2019","Deaths_no."
"2493","Very Remote","Western Australia","np","2019","Infant mortality rate_rate"
"2494","Very Remote","Western Australia","7.2","2019","Standardised death rate_rate"
"2495","Very Remote","Western Australia","63.8","2019","Median age at death_years"
"2496","Very Remote","Western Australia","66082","2020","Estimated Resident Population_persons"
"2497","Very Remote","Western Australia","303","2020","Deaths_no."
"2498","Very Remote","Western Australia","4.0999999999999996","2020","Infant mortality rate_rate"
"2499","Very Remote","Western Australia","7","2020","Standardised death rate_rate"
"2500","Very Remote","Western Australia","61.9","2020","Median age at death_years"
"2501","Very Remote","Western Australia","65555","2021","Estimated Resident Population_persons"
"2502","Very Remote","Western Australia","304","2021","Deaths_no."
"2503","Very Remote","Western Australia","np","2021","Infant mortality rate_rate"
"2504","Very Remote","Western Australia","6.7","2021","Standardised death rate_rate"
"2505","Very Remote","Western Australia","62.1","2021","Median age at death_years"
"2506","Very Remote","Western Australia","65840","2022","Estimated Resident Population_persons"
"2507","Very Remote","Western Australia","370","2022","Deaths_no."
"2508","Very Remote","Western Australia","3.7","2022","Infant mortality rate_rate"
"2509","Very Remote","Western Australia","7.4","2022","Standardised death rate_rate"
"2510","Very Remote","Western Australia","62.8","2022","Median age at death_years"
"2511","Very Remote","Western Australia","66743","2023","Estimated Resident Population_persons"
"2512","Very Remote","Western Australia","359","2023","Deaths_no."
"2513","Very Remote","Western Australia","6.9","2023","Infant mortality rate_rate"
"2514","Very Remote","Western Australia","7.6","2023","Standardised death rate_rate"
"2515","Very Remote","Western Australia","64.400000000000006","2023","Median age at death_years"
"2516","Very Remote","Western Australia","67428","2024","Estimated Resident Population_persons"
"2517","Very Remote","Western Australia","337","2024","Deaths_no."
"2518","Very Remote","Western Australia","9.6999999999999993","2024","Infant mortality rate_rate"
"2519","Very Remote","Western Australia","7.6","2024","Standardised death rate_rate"
"2520","Very Remote","Western Australia","66","2024","Median age at death_years"
"2521","Remote and Very Remote","Western Australia","161921","2011","Estimated Resident Population_persons"
"2522","Remote and Very Remote","Western Australia","667","2011","Deaths_no."
"2523","Remote and Very Remote","Western Australia","np","2011","Infant mortality rate_rate"
